OBJECTID,NAME,PLZ,GPLZ,CANTON,CANTON_NR,BFSNR,CASES,SUBMISSIONS,FRACTION,POPULATION_AGGREGATED,SUBMISSIONS_PER_100K,CASES_PER_100K,Shape__Area,Shape__Length
1593,Schlossrued,5044,5044,AG,19,4142,0,0,0,889,0,0,15784114.7124023,21383.7211372864
1594,Schmiedrued-Walde,5046,5046,AG,19,4143,0,0,0,1212,0,0,19124476.8300781,22689.4828506401
1595,Staffelbach,5053,5053,AG,19,4284,0,0,0,1297,0,0,19346774.347168,21311.6790414713
1596,Moosleerau,5054,5054,AG,19,4277,0,0,0,1781,0,0,17681323.1591797,20015.4342846392
1597,Attelwil,5056,5056,AG,19,4281,0,0,0,262,0,0,4859475.64501953,11591.9116091891
1598,Reitnau,5057,5057,AG,19,4281,0,0,0,1296,0,0,12723626.7836914,17431.6851125648
1599,Wiliberg,5058,5058,AG,19,4288,0,0,0,163,0,0,2586934.71533203,7614.87435999458
1600,Oberhof,5062,5062,AG,19,4173,0,0,0,639,0,0,17796613.2270508,20468.1943893274
1601,Wölflinswil,5063,5063,AG,19,4182,0,0,0,1035,0,0,21138608.746582,26863.2423321496
1602,Wittnau,5064,5064,AG,19,4181,0,0,0,1318,0,0,24412088.4316406,23810.407937018
1603,Frick Widenplatz,5070,5070,AG,19,4163,0,78,0,5487,1421.54183,0,22021668.9272461,26874.8322478472
1604,Oeschgen,5072,5072,AG,19,4175,0,0,0,1036,0,0,9395263.76806641,13218.7634674485
1605,Gipf-Oberfrick,5073,5073,AG,19,4165,0,52,0,3540,1468.92655,0,21692868.4819336,27287.1667269305
1606,Eiken,5074,5074,AG,19,4161,0,0,0,2276,0,0,15635969.8857422,19984.8769128928
1607,Hornussen,5075,5075,AG,19,4167,0,0,0,972,0,0,15966127.5849609,26138.0351375047
1608,Bözen,5076,5076,AG,19,4094,0,0,0,742,0,0,8613190.22119141,15381.5164692688
1609,Elfingen,5077,5077,AG,19,4097,0,0,0,309,0,0,9384601.66357422,12091.0707388111
1610,Effingen,5078,5078,AG,19,4096,0,0,0,600,0,0,15198828.3115234,20623.228298039
1611,Zeihen,5079,5079,AG,19,4183,0,0,0,1185,0,0,14904607.6884766,21747.643605395
1612,Laufenburg,5080,5080,AG,19,4170,0,0,0,2455,0,0,5882038.44873047,14078.1232502052
1613,Kaisten,5082,5082,AG,19,4169,0,0,0,2403,0,0,30145962.0043945,28320.098261661
1614,Ittenthal,5083,5083,AG,19,4169,0,0,0,261,0,0,8453860.82617188,14879.2403850234
1615,Rheinsulz,5084,5084,AG,19,4170,0,0,0,218,0,0,6654397.12597656,11491.0944407841
1616,Sulz AG,5085,5085,AG,19,4170,0,0,0,996,0,0,20013048.0102539,23859.1080833626
1617,Rupperswil,5102,5102,AG,19,4206,0,94,0,5473,1717.52238,0,13774350.2636719,19318.6447683024
1618,Wildegg,5103,5103,AG,19,4203,0,59,0,4425,1333.33333,0,14831541.9243164,19968.3406984894
1619,Auenstein,5105,5105,AG,19,4091,0,0,0,1597,0,0,12446709.2504883,16161.3103820239
1620,Veltheim AG,5106,5106,AG,19,4120,0,0,0,1448,0,0,11503743.0083008,15526.3616810604
1621,Schinznach Dorf,5107,5107,AG,19,4125,0,0,0,1778,0,0,19268799.3730469,21098.5933060069
1622,Oberflachs,5108,5108,AG,19,4125,0,0,0,521,0,0,7374780.98583984,12240.3195297997
1623,Thalheim AG,5112,5112,AG,19,4117,0,0,0,844,0,0,21448655.6186523,20355.1807484511
1624,Holderbank AG,5113,5113,AG,19,4199,0,0,0,1332,0,0,5063231.03515625,10455.9523242008
1625,Schinznach Bad,5116,5116,AG,19,4095,0,0,0,1322,0,0,4051235.09326172,12755.9812383276
1626,Brugg AG 1 Zustellung,5200,5200,AG,19,4095,1,247,0.00404858299595142,9825,2513.99491,10.17812,12284843.5517578,28396.7792617076
1627,Windisch,5210,5210,AG,19,4123,0,157,0,7536,2083.33333,0,10773422.2099609,19081.8274825502
1628,Hausen AG,5212,5212,AG,19,4100,0,53,0,3716,1426.2648,0,7031351.37011719,13181.6572450642
1629,Villnachern,5213,5213,AG,19,4122,0,0,0,1643,0,0,12402763.7602539,19639.7842869144
1630,Umiken,5222,5222,AG,19,4095,0,0,0,1410,0,0,1783678.61230469,6988.79606600915
1631,Riniken,5223,5223,AG,19,4111,0,0,0,1334,0,0,10361928.0756836,14659.7347265866
1632,Bözberg,5225,5225,AG,19,4124,0,0,0,1618,0,0,33160927.7490234,40706.4412324303
1633,Stilli,5233,5233,AG,19,4121,0,0,0,390,0,0,961193.54296875,6351.58604598669
1634,Villigen,5234,5234,AG,19,4121,0,0,0,1743,0,0,23679763.6845703,23523.3717734559
1635,Rüfenach AG,5235,5235,AG,19,4112,0,0,0,856,0,0,9283991.33251953,17108.6768035894
1636,Remigen,5236,5236,AG,19,4110,0,72,0,1136,6338.02817,0,17373939.8193359,26990.7982431729
1637,Mönthal,5237,5237,AG,19,4106,0,0,0,411,0,0,9246015.84570313,18825.6214427506
1638,Birr,5242,5242,AG,19,4092,0,62,0,6764,916.61739,0,22215792.9785156,25385.8155549116
1639,Mülligen,5243,5243,AG,19,4107,0,0,0,1101,0,0,6957362.44970703,12668.7353729053
1640,Birrhard,5244,5244,AG,19,4093,0,0,0,734,0,0,6449368.59716797,14805.5338269556
1641,Habsburg,5245,5245,AG,19,4099,0,0,0,444,0,0,4843540.66259766,12611.999235995
1642,Scherz,5246,5246,AG,19,4104,0,0,0,689,0,0,7203813.75976563,14166.2932058455
1643,Gansingen,5272,5272,AG,19,4164,0,0,0,1033,0,0,19325295.2094727,20689.0557336948
1644,Oberhofen AG,5273,5273,AG,19,4184,0,0,0,280,0,0,6991887.60253906,14366.6514845894
1645,Mettau,5274,5274,AG,19,4184,0,0,0,322,0,0,7127398.56933594,15339.0974065616
1646,Etzgen,5275,5275,AG,19,4184,0,0,0,459,0,0,7048541.27099609,13087.6460981831
1647,Wil AG,5276,5276,AG,19,4184,0,0,0,714,0,0,16929476.4580078,20285.015460874
1648,Hottwil,5277,5277,AG,19,4184,0,0,0,264,0,0,9121510.38916016,15679.605773925
1649,Turgi,5300,5300,AG,19,4042,1,82,0.0121951219512195,3420,2397.66082,29.23977,4376362.63623047,10958.8329786565
1650,Siggenthal Station,5301,5301,AG,19,4044,0,0,0,505,0,0,1302110.23291016,5408.07782852971
1651,Würenlingen,5303,5303,AG,19,4047,0,58,0,4616,1256.49913,0,20657123.1376953,21565.4907905043
1652,Endingen,5304,5304,AG,19,4305,0,0,0,2181,0,0,18655036.4594727,22248.9445452453
1653,Unterendingen,5305,5305,AG,19,4305,0,0,0,345,0,0,7515634.20556641,17127.7870547367
1654,Tegerfelden,5306,5306,AG,19,4320,0,0,0,1193,0,0,15686403.7983398,19161.1314552959
1655,Döttingen,5312,5312,AG,19,4304,0,0,0,4161,0,0,15391747.328125,19732.1677805896
1656,Klingnau,5313,5313,AG,19,4309,0,0,0,3354,0,0,14746818.1953125,20930.8787792451
1657,Kleindöttingen,5314,5314,AG,19,4303,0,0,0,3593,0,0,9925471.53076172,12590.9935413851
1658,Böttstein,5315,5315,AG,19,4303,0,0,0,344,0,0,6260958.26660156,12232.9109720342
1659,Leuggern,5316,5316,AG,19,4313,0,0,0,1876,0,0,18411321.2563477,26580.9788510863
1660,Hettenschwil,5317,5317,AG,19,4313,0,0,0,305,0,0,11816003.1547852,16548.3773817303
1661,Mandach,5318,5318,AG,19,4105,0,0,0,358,0,0,11882452.0532227,15697.5778628786
1662,Koblenz,5322,5322,AG,19,4310,0,0,0,1641,0,0,8895395.04394531,18526.5742196106
1663,Rietheim,5323,5323,AG,19,4316,0,0,0,660,0,0,8627510.50341797,17693.8906118823
1664,Full-Reuenthal,5324,5324,AG,19,4307,0,0,0,891,0,0,10433882.9428711,15615.8051231304
1665,Leibstadt,5325,5325,AG,19,4311,0,0,0,1319,0,0,14144197.2373047,17990.7490914244
1666,Schwaderloch,5326,5326,AG,19,4176,0,0,0,679,0,0,6220329.22509766,12005.0889586839
1667,Bad Zurzach Hauptstrasse,5330,5330,AG,19,4323,0,0,0,4391,0,0,14203858.8417969,21731.811317364
1668,Rekingen AG,5332,5332,AG,19,4315,0,0,0,970,0,0,7076831.59228516,13890.0878374731
1669,Baldingen,5333,5333,AG,19,4301,0,0,0,271,0,0,6068135.77587891,11051.063553283
1670,Böbikon,5334,5334,AG,19,4302,0,0,0,183,0,0,5622426.61279297,11417.9683739407
1671,Baden 1,5400,5400,AG,19,4021,4,391,0.010230179028133,13911,2810.72533,28.75422,19211664.5795898,20739.1590178031
1672,Baden,5404,5400,AG,19,4021,0,0,0,151,0,0,276311.439941406,2167.5142075635
1673,Dättwil AG,5405,5405,AG,19,4021,1,89,0.0112359550561798,2979,2987.57972,33.56831,7767920.72314453,14806.9396156677
1674,Baden,5406,5400,AG,19,4021,0,0,0,2691,0,0,2538332.88818359,7540.255206704
1675,Ennetbaden,5408,5400,AG,19,4026,0,99,0,3355,2950.81967,0,4609606.77734375,10593.8602613065
1676,Gebenstorf,5412,5412,AG,19,4029,0,107,0,5603,1909.69124,0,12420925.3125,21242.9819219037
1677,Birmenstorf AG,5413,5413,AG,19,4024,0,0,0,2912,0,0,16148883.7192383,24697.4380429735
1678,Hertenstein AG,5415,5415,AG,19,4038,0,110,0,6934,1586.38592,0,10867072.7182617,16404.1163059924
1679,Kirchdorf AG,5416,5416,AG,19,4038,0,0,0,1542,0,0,7784000.60058594,15843.1275328886
1680,Untersiggenthal,5417,5417,AG,19,4044,0,111,0,6114,1815.5054,0,15214656.0117188,18559.2066647107
1681,Ehrendingen,5420,5420,AG,19,4049,0,63,0,4798,1313.0471,0,15893058.1669922,19311.4762625266
1682,Freienwil,5423,5423,AG,19,4028,0,0,0,1056,0,0,8826955.96972656,18063.716294469
1683,Schneisingen,5425,5425,AG,19,4318,0,0,0,1476,0,0,18102933.7788086,21640.1747063412
1684,Lengnau AG,5426,5426,AG,19,4312,0,0,0,2749,0,0,27704989.0141602,27905.9235304603
1685,Wettingen 2,5430,5430,AG,19,4045,1,426,0.00234741784037559,20517,2076.32695,4.87401,23246253.9887695,26238.1625765144
1686,Neuenhof,5432,5432,AG,19,4034,2,69,0.0289855072463768,8794,784.62588,22.74278,11758725.7177734,17698.401453587
1687,Würenlos,5436,5436,AG,19,4048,0,108,0,6621,1631.17354,0,19400224.9550781,20575.3046537506
1688,Fislisbach,5442,5442,AG,19,4027,0,92,0,5547,1658.55417,0,10976186.9355469,16402.6204330501
1689,Niederrohrdorf,5443,5443,AG,19,4035,0,0,0,4384,0,0,7198537.53125,16471.4474914699
1690,Künten,5444,5444,AG,19,4031,0,0,0,1748,0,0,10685567.3383789,16644.5280014136
1691,Eggenwil,5445,5445,AG,19,4066,0,0,0,1157,0,0,5453310.49560547,14286.9560443346
1692,Oberrohrdorf,5452,5452,AG,19,4037,0,57,0,3729,1528.55994,0,9459466.51123047,14976.8701214141
1693,Remetschwil,5453,5453,AG,19,4039,0,0,0,1973,0,0,8559733.18457031,16917.262576615
1694,Bellikon,5454,5454,AG,19,4022,0,0,0,1556,0,0,10613898.2358398,14006.4882329317
1695,Siglistorf,5462,5462,AG,19,4319,0,0,0,649,0,0,14626395.3383789,23517.7220914613
1696,Wislikofen Probsteiweg,5463,5463,AG,19,4322,0,0,0,350,0,0,8183028.24902344,16581.7120175292
1697,Rümikon AG,5464,5464,AG,19,4317,0,0,0,342,0,0,6421036.05908203,13558.1506195302
1698,Mellikon,5465,5465,AG,19,4314,0,0,0,232,0,0,5882802.54394531,10422.2006564504
1699,Kaiserstuhl AG,5466,5466,AG,19,4308,0,0,0,402,0,0,616220.540527344,3333.14400815662
1700,Fisibach,5467,5467,AG,19,4306,0,0,0,548,0,0,12638259.4550781,20961.8411372664
1701,Hunzenschwil,5502,5502,AG,19,4200,0,0,0,4017,0,0,6948719.09130859,11748.0985753198
1702,Schafisheim,5503,5503,AG,19,4207,0,0,0,2966,0,0,13916857.4926758,18744.7220760209
1703,Othmarsingen,5504,5504,AG,19,4205,0,0,0,2895,0,0,10288829.9023438,13327.9902181659
1704,Brunegg,5505,5505,AG,19,4193,0,0,0,844,0,0,3590303.88330078,12086.204623363
1705,Mägenwil PL Hub SK Blitz,5506,5506,AG,19,4032,0,0,0,2122,0,0,7687842.75830078,14017.6658798442
1706,Mellingen,5507,5507,AG,19,4033,0,71,0,5477,1296.33011,0,10636092.9013672,17595.103709623
1707,Wohlenschwil,5512,5512,AG,19,4046,0,0,0,1698,0,0,9255662.75097656,15141.2949951757
1708,Tägerig,5522,5522,AG,19,4077,0,0,0,1540,0,0,7742351.11181641,13489.5912128375
1709,Nesselnbach,5524,5524,AG,19,4072,0,0,0,2835,0,0,13528039.5810547,17875.7400983748
1710,Fischbach-Göslikon,5525,5525,AG,19,4067,0,0,0,1651,0,0,6744368.60986328,15721.9365667334
1711,Lenzburg Stadt,5600,5600,AG,19,4201,3,252,0.0119047619047619,10999,2291.11737,27.27521,31985074.8837891,36601.4746456987
1712,Staufen,5603,5603,AG,19,4210,0,78,0,3715,2099.59623,0,7703617.84765625,16150.5289818006
1713,Hendschiken,5604,5604,AG,19,4198,0,0,0,1287,0,0,7619459.84082031,14154.9119902704
1714,Dottikon,5605,5605,AG,19,4065,0,0,0,4563,0,0,11147031.234375,18144.3432249317
1715,Dintikon,5606,5606,AG,19,4194,0,0,0,2500,0,0,8141907.83447266,15527.6133255711
1716,Hägglingen,5607,5607,AG,19,4068,0,51,0,2383,2140.15946,0,16309441.6411133,19331.202228429
1717,Stetten AG,5608,5608,AG,19,4041,0,0,0,2258,0,0,9587008.65234375,17394.0568393925
1718,Wohlen AG,5610,5610,AG,19,4082,1,198,0.00505050505050505,15002,1319.82402,6.66578,22651856.2675781,23534.8084472231
1719,Anglikon,5611,5611,AG,19,4082,0,0,0,1427,0,0,5981780.63037109,11222.6559231852
1720,Villmergen PL3,5612,5612,AG,19,4080,1,82,0.0121951219512195,6124,1338.99412,16.3292,17973734.1679688,22127.7187913659
1721,Hilfikon,5613,5613,AG,19,4080,0,0,0,271,0,0,3862254.60253906,9578.27386582284
1722,Sarmenstorf,5614,5614,AG,19,4076,0,0,0,2912,0,0,17428062.3740234,21516.5963733557
1723,Fahrwangen,5615,5615,AG,19,4196,0,0,0,2096,0,0,11039567.3320313,24019.660397334
1724,Meisterschwanden,5616,5616,AG,19,4202,0,0,0,2582,0,0,9220591.88183594,12899.9058285626
1725,Tennwil,5617,5617,AG,19,4202,0,0,0,412,0,0,5562890.26464844,10565.9243248189
1726,Bettwil,5618,5618,AG,19,4227,0,0,0,612,0,0,8774464.02441406,15540.8201664097
1727,Uezwil,5619,5619,AG,19,4078,0,0,0,1504,0,0,11353622.2138672,18524.78224246
1728,Bremgarten AG 1,5620,5620,AG,19,4063,2,128,0.015625,6975,1835.12545,28.67384,17480906.6396484,22648.9150198174
1729,Zufikon,5621,5621,AG,19,4083,0,63,0,4307,1462.73508,0,10530844.640625,16547.1069167203
1730,Waltenschwil,5622,5622,AG,19,4240,0,0,0,2948,0,0,9872912.91210938,18095.4530627056
1731,Boswil,5623,5623,AG,19,4228,0,0,0,2830,0,0,22494797.6098633,30437.2659458545
1732,Waldhäusern AG,5624,5624,AG,19,4229,0,0,0,1091,0,0,12628310.9418945,19063.3875933299
1733,Kallern,5625,5625,AG,19,4233,0,0,0,349,0,0,5852148.53369141,15600.8726835973
1734,Hermetschwil-Staffeln,5626,5626,AG,19,4063,0,0,0,1175,0,0,7108661.74902344,13012.4873852339
1735,Besenbüren,5627,5627,AG,19,4226,0,0,0,632,0,0,5200175.69189453,9949.49110477559
1736,Aristau,5628,5628,AG,19,4222,0,0,0,1500,0,0,18246400.6938477,22093.1667481624
1737,Muri AG Zustellung,5630,5630,AG,19,4236,1,153,0.0065359477124183,7849,1949.2929,12.74048,27613291.2060547,27833.231960563
1738,Buttwil,5632,5632,AG,19,4230,0,0,0,1275,0,0,13802047.3852539,20021.0051460407
1739,Merenschwand,5634,5634,AG,19,4234,0,0,0,2975,0,0,23972168.5952148,24316.1350978837
1740,Benzenschwil,5636,5636,AG,19,4234,0,0,0,601,0,0,5329361.76611328,12458.2066750398
1741,Beinwil (Freiamt),5637,5637,AG,19,4224,0,0,0,1402,0,0,31823746.2817383,29936.1406647173
1742,Mühlau,5642,5642,AG,19,4235,0,0,0,1182,0,0,12930954.6005859,18183.5919871812
1743,Sins,5643,5643,AG,19,4239,0,104,0,3836,2711.15746,0,27789685.3632813,35342.8205530801
1744,Auw,5644,5644,AG,19,4223,0,0,0,2157,0,0,17818712.4296875,26213.4311779745
1745,Fenkrieden,5645,5645,AG,19,4239,0,0,0,467,0,0,15795585.7026367,24542.9404520724
1746,Abtwil AG,5646,5646,AG,19,4221,0,0,0,982,0,0,8881638.48583984,15324.3980020598
1747,Oberrüti,5647,5647,AG,19,4237,0,0,0,1537,0,0,11507834.6303711,15912.911468032
1748,Niederlenz,5702,5702,AG,19,4204,1,59,0.0169491525423729,4651,1268.5444,21.50075,6913480.24169922,13120.4226549877
1749,Seon,5703,5703,AG,19,4209,0,66,0,5308,1243.40618,0,20961631.0957031,20217.222789546
1750,Egliswil,5704,5704,AG,19,4195,0,0,0,1459,0,0,13690533.0571289,16748.3774462448
1751,Hallwil,5705,5705,AG,19,4197,0,0,0,855,0,0,4872647.38134766,9728.05304960578
1752,Boniswil,5706,5706,AG,19,4192,0,0,0,1451,0,0,6123717.66259766,14113.5702404229
1753,Seengen,5707,5707,AG,19,4208,0,55,0,3982,1381.21547,0,22313875.215332,21579.9538055459
1754,Birrwil,5708,5708,AG,19,4132,0,0,0,1172,0,0,12024618.0649414,16922.2881702407
1755,Beinwil am See,5712,5712,AG,19,4131,0,86,0,3198,2689.18074,0,12574846.4951172,15399.8652363224
1756,Gränichen,5722,5722,AG,19,4006,0,78,0,7775,1003.21543,0,37482856.0239258,29336.4733377841
1757,Teufenthal AG,5723,5723,AG,19,4145,0,0,0,1714,0,0,9358640.96289063,16842.9333695889
1758,Dürrenäsch,5724,5724,AG,19,4134,0,0,0,1265,0,0,12907540.387207,18540.2950455724
1759,Leutwil,5725,5725,AG,19,4138,0,0,0,787,0,0,8032225.5234375,13067.6745063063
1760,Unterkulm Zustellung,5726,5726,AG,19,4146,0,0,0,3011,0,0,17837487.0878906,21284.3315267601
1761,Oberkulm,5727,5727,AG,19,4140,0,0,0,2809,0,0,20396170.4262695,20900.4395277752
1762,Gontenschwil,5728,5728,AG,19,4135,0,0,0,2172,0,0,20764546.1601563,24535.6118930555
1763,Zetzwil,5732,5732,AG,19,4147,0,0,0,1305,0,0,12637035.762207,16897.5114286937
1764,Leimbach AG,5733,5733,AG,19,4137,0,0,0,454,0,0,2540408.27197266,8273.55314174915
1765,Reinach AG,5734,5734,AG,19,4141,0,60,0,8291,723.67628,0,20451163.4887695,28196.5923479219
1766,Pfeffikon LU,5735,5735,LU,3,1097,0,0,0,955,0,0,5416446.72021484,11187.6905096058
1767,Burg AG,5736,5736,AG,19,4133,0,0,0,1198,0,0,2013295.69775391,6821.63996752821
1768,Menziken,5737,5737,AG,19,4139,2,64,0.03125,6244,1024.98398,32.03075,13805780.3222656,25673.5276323349
1769,Kölliken,5742,5742,AG,19,4276,0,0,0,4480,0,0,18367415.6313477,20052.3533375156
1770,Safenwil,5745,5745,AG,19,4283,0,73,0,3868,1887.28025,0,12952522.6313477,17387.6481584162
1771,Walterswil SO,5746,5746,SO,11,2585,0,0,0,770,0,0,12563823.5942383,20240.1213458345
1772,Luzern,6003,6000,LU,3,1061,6,353,0.0169971671388102,16132,2188.19737,37.19316,5283810.74853516,14922.5578429829
1773,Luzern,6004,6000,LU,3,1061,1,264,0.00378787878787879,9723,2715.21135,10.28489,4945680.14599609,10704.8525605878
1774,Luzern,6005,6000,LU,3,1061,4,601,0.00665557404326123,23261,2583.72383,17.19617,16906634.0273438,28685.9287351376
1775,Luzern,6006,6000,LU,3,1061,5,307,0.0162866449511401,16138,1902.3423,30.98277,19694210.6083984,21990.4286853414
1776,Kriens 2 Zustellung,6010,6010,LU,3,1059,3,339,0.00884955752212389,23801,1424.3099,12.60451,41851553.6108398,43959.4471933593
1777,Obernau,6012,6012,LU,3,1059,0,0,0,3419,0,0,12586421.9492188,20299.8054548089
1778,Eigenthal,6013,6013,LU,3,1066,0,0,0,252,0,0,28619844.3740234,32671.039264132
1779,Luzern,6014,6000,LU,3,1061,1,86,0.0116279069767442,10140,848.12623,9.86193,24662711.6899414,32694.6407266498
1780,Luzern,6015,6000,LU,3,1061,0,62,0,7809,793.95569,0,3757329.77490234,8881.66096369785
1781,Hellbühl,6016,6016,LU,3,1093,0,0,0,1379,0,0,25321301.902832,33006.1253361343
1782,Ruswil Zustellung,6017,6017,LU,3,1098,0,0,0,5734,0,0,61413601.984375,47118.5256661582
1783,Buttisholz,6018,6018,LU,3,1083,0,0,0,3291,0,0,36298978.3232422,31244.9285301547
1784,Sigigen,6019,6019,LU,3,1098,0,0,0,469,0,0,19529704.8964844,23025.9303484795
1785,Emmenbrücke,6020,6020,LU,3,1024,1,256,0.00390625,23510,1088.89834,4.25351,22049432.1508789,34096.3436805318
1786,Grosswangen,6022,6022,LU,3,1086,0,0,0,3311,0,0,42655595.7202148,31967.9828502286
1787,Rothenburg DIST BA,6023,6023,LU,3,1040,1,123,0.00813008130081301,7636,1610.79099,13.09586,33533690.0869141,31950.8937833793
1788,Hildisrieden,6024,6024,LU,3,1088,0,68,0,2315,2937.36501,0,15391372.675293,19246.0664532934
1789,Neudorf,6025,6025,LU,3,1081,0,0,0,1459,0,0,28107614.2319336,24473.258160589
1790,Rain,6026,6026,LU,3,1037,0,0,0,2834,0,0,21947952.7480469,26186.1201546287
1791,Römerswil LU,6027,6027,LU,3,1039,0,0,0,1073,0,0,16773512.277832,22316.1029935626
1792,Herlisberg,6028,6028,LU,3,1039,0,0,0,264,0,0,6165245.421875,13952.3377994253
1793,Ebikon,6030,6030,LU,3,1054,0,146,0,13566,1076.21996,0,14142635.8657227,18492.3228333203
1794,Emmen,6032,6032,LU,3,1024,3,60,0.05,7341,817.32734,40.86637,28335184.765625,29229.4065472126
1795,Buchrain,6033,6033,LU,3,1052,1,57,0.0175438596491228,5530,1030.74141,18.08318,8586395.12744141,16878.7104186993
1796,Inwil,6034,6034,LU,3,1033,0,0,0,2733,0,0,28498652.3413086,34235.6967703546
1797,Perlen,6035,6035,LU,3,1052,0,0,0,617,0,0,5005078.48095703,10971.0249588676
1798,Dierikon,6036,6036,LU,3,1053,0,0,0,1409,0,0,5984032.94775391,10794.4478861013
1799,Root,6037,6037,LU,3,1065,0,53,0,5048,1049.92076,0,12258097.300293,21100.2110367968
1800,Gisikon,6038,6038,LU,3,1055,0,59,0,1765,3342.7762,0,6830883.16113281,14139.7627872823
1801,Root D4,6039,6039,LU,3,1065,0,0,0,22,0,0,184919.946289063,1706.63084251043
1802,Dietwil,6042,6042,AG,19,4231,0,0,0,1337,0,0,10977768.5268555,16861.3141848107
1803,Adligenswil Ebikonerstrasse,6043,6043,LU,3,1051,0,109,0,5386,2023.76532,0,14937947.4379883,18064.6388472864
1804,Udligenswil,6044,6044,LU,3,1067,0,0,0,2300,0,0,15149151.0395508,20565.1222362659
1805,Meggen,6045,6045,LU,3,1063,0,149,0,7423,2007.27469,0,29919759.6542969,25647.1706109223
1806,Kastanienbaum,6047,6047,LU,3,1058,0,0,0,1393,0,0,14387657.0332031,17418.5233803638
1807,Horw Gemeindehausplatz,6048,6048,LU,3,1058,4,198,0.0202020202020202,11123,1780.0953,35.96152,21636334.597168,28487.4406979441
1808,Hergiswil NW,6052,6052,NW,7,1507,0,89,0,5775,1541.12554,0,35561341.4287109,36939.9072535563
1809,Alpnachstad,6053,6053,OW,6,1401,0,0,0,712,0,0,14032277.5932617,22207.2473308268
1810,Alpnach Dorf,6055,6055,OW,6,1401,1,53,0.0188679245283019,5316,996.99022,18.81114,106473793.759277,66935.4898123917
1811,Kägiswil,6056,6056,OW,6,1407,0,0,0,1287,0,0,9943702.41113281,20429.1579004198
1812,Sarnen 2 Büntenpark,6060,6060,OW,6,1407,1,83,0.0120481927710843,6504,1276.13776,15.37515,41432017.0200195,39940.0442469079
1813,Wilen (Sarnen),6062,6062,OW,6,1407,0,0,0,1464,0,0,15707980.4375,24712.7908915806
1814,Stalden (Sarnen),6063,6063,OW,6,1407,0,0,0,1299,0,0,98234096.722168,63846.1553362404
1815,Kerns,6064,6064,OW,6,1404,0,0,0,5662,0,0,51851153.8862305,41218.0470751903
1816,St. Niklausen OW,6066,6066,OW,6,1404,0,0,0,359,0,0,33003295.6152344,30085.4185287317
1817,Melchtal,6067,6067,OW,6,1404,0,0,0,372,0,0,52538056.0283203,44443.2098102554
1818,Melchsee-Frutt,6068,6068,OW,6,1404,0,0,0,40,0,0,64435926.6000977,46960.1195404823
1819,Sachseln,6072,6072,OW,6,1406,0,0,0,4365,0,0,105815190.925781,65182.082779792
1820,Flüeli-Ranft,6073,6073,OW,6,1406,0,0,0,619,0,0,10577643.5615234,19876.3589812171
1821,Giswil,6074,6074,OW,6,1403,0,0,0,3971,0,0,178169819.038086,69457.4180314581
1822,Lungern,6078,6078,OW,6,1405,0,0,0,2168,0,0,99150655.3193359,48809.6162543794
1823,Hasliberg Hohfluh,6083,6083,BE,2,783,0,0,0,383,0,0,14597026.1616211,18993.5406475774
1824,Hasliberg Wasserwendi,6084,6084,BE,2,783,0,0,0,132,0,0,17431390.8217773,23298.9726981004
1825,Hasliberg Goldern,6085,6085,BE,2,783,0,0,0,324,0,0,4197141.86376953,8055.19390908806
1826,Hasliberg Reuti,6086,6086,BE,2,783,0,0,0,369,0,0,52447635.097168,43535.6719300456
1827,Malters,6102,6102,LU,3,1062,1,74,0.0135135135135135,6995,1057.8985,14.29593,46303633.6767578,38281.4488263669
1828,Schwarzenberg LU,6103,6103,LU,3,1066,0,0,0,1521,0,0,60738108.3657227,38245.8727833485
1829,Schachen LU,6105,6105,LU,3,1009,0,0,0,1302,0,0,15089078.4604492,21063.4850998301
1830,Werthenstein,6106,6106,LU,3,1009,0,0,0,825,0,0,17838152.3105469,24395.6934237675
1831,Wolhusen,6110,6110,LU,3,1107,0,0,0,4882,0,0,38207013.4160156,70061.5884410249
1832,Doppleschwand,6112,6112,LU,3,1001,0,0,0,784,0,0,15017045.3808594,17791.4317839313
1833,Romoos,6113,6113,LU,3,1007,0,0,0,562,0,0,50246065.2495117,34721.7767983382
1834,Steinhuserberg,6114,6114,LU,3,1107,0,0,0,326,0,0,16568224.5209961,23501.8836134487
1835,Menznau,6122,6122,LU,3,1136,0,0,0,1973,0,0,29750269.0454102,31632.0699179366
1836,Geiss,6123,6123,LU,3,1136,0,0,0,504,0,0,13178940.3969727,16126.6954015567
1837,Menzberg,6125,6125,LU,3,1136,0,0,0,507,0,0,34684482.8740234,48348.2521380921
1838,Daiwil,6126,6126,LU,3,1151,0,0,0,226,0,0,8609708.50097656,23132.4922583188
1839,Willisau Zustellung,6130,6130,LU,3,1151,0,81,0,7450,1087.24832,0,69465463.347168,77700.9194438946
1840,Rohrmatt,6132,6132,LU,3,1151,0,0,0,182,0,0,7954553.27294922,30288.7120291432
1841,Hergiswil b. Willisau,6133,6133,LU,3,1132,0,0,0,1902,0,0,54814884.7817383,50096.6655415349
1842,Gettnau,6142,6142,LU,3,1130,0,0,0,1167,0,0,12928300.7792969,17820.4709819698
1843,Ohmstal,6143,6143,LU,3,1143,0,0,0,355,0,0,9538594.02197266,18041.6053382413
1844,Zell LU,6144,6144,LU,3,1150,0,0,0,1816,0,0,23925173.5688477,33119.0659972626
1845,Fischbach LU,6145,6145,LU,3,1129,0,0,0,716,0,0,16608811.5629883,19625.7204332413
